Time(UTC+01:00),Futures Trading Pair,Direction,Leverage,Order Type,Order Qty (Cont.),Filled Qty (Cont.),Order Qty (Crypto),Filled Qty (Crypto),Order Qty (Amount),Filled Qty (Amount),Order Price,Average Filled Price,Closing PNL,Trading Fee,Fee-payment Crypto,Status
2025-02-21 00:32:03,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.674,9.674,9.674e-05,9.674e-05,0.011,0,USDT,FINISHED
2025-02-21 00:32:05,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.673,9.673,9.673e-05,9.673e-05,0.0,0,USDT,FINISHED
2025-02-21 00:49:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.672,9.672,9.672e-05,9.672e-05,0.001,0,USDT,FINISHED
2025-02-21 00:49:04,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.672,9.672,9.672e-05,9.672e-05,0.0,0,USDT,FINISHED
2025-02-21 00:57:08,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.683,9.683,9.683e-05,9.683e-05,0.011,0,USDT,FINISHED
2025-02-21 00:57:10,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.683,9.683,9.683e-05,9.683e-05,0.0,0,USDT,FINISHED
2025-02-21 01:26:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.696,9.696,9.696e-05,9.696e-05,-0.013,0,USDT,FINISHED
2025-02-21 01:26:04,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.693,9.693,9.693e-05,9.693e-05,0.0,0,USDT,FINISHED
2025-02-21 01:36:02,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.742,9.742,9.742e-05,9.742e-05,0.049,0,USDT,FINISHED
2025-02-21 01:36:03,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.739,9.739,9.739e-05,9.739e-05,0.0,0,USDT,FINISHED
2025-02-21 01:52:07,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.736,9.736,9.736e-05,9.736e-05,0.003,0,USDT,FINISHED
2025-02-21 01:52:08,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.736,9.736,9.736e-05,9.736e-05,0.0,0,USDT,FINISHED
2025-02-21 01:56:06,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.759,9.759,9.759e-05,9.759e-05,0.023,0,USDT,FINISHED
2025-02-21 01:56:07,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.759,9.759,9.759e-05,9.759e-05,0.0,0,USDT,FINISHED
2025-02-21 02:01:08,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.712,9.712,9.712e-05,9.712e-05,0.047,0,USDT,FINISHED
2025-02-21 02:01:10,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.718,9.718,9.718e-05,9.718e-05,0.0,0,USDT,FINISHED
2025-02-21 02:08:05,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.749,9.749,9.749e-05,9.749e-05,0.031,0,USDT,FINISHED
2025-02-21 02:08:06,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.743,9.743,9.743e-05,9.743e-05,0.0,0,USDT,FINISHED
2025-02-21 02:21:11,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.727,9.727,9.727e-05,9.727e-05,0.016,0,USDT,FINISHED
2025-02-21 02:21:12,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.727,9.727,9.727e-05,9.727e-05,0.0,0,USDT,FINISHED
2025-02-21 02:22:04,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.725,9.725,9.725e-05,9.725e-05,-0.002,0,USDT,FINISHED
2025-02-21 02:22:05,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.728,9.728,9.728e-05,9.728e-05,0.0,0,USDT,FINISHED
2025-02-21 02:26:08,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.676,9.676,9.676e-05,9.676e-05,0.052,0,USDT,FINISHED
2025-02-21 02:26:10,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.676,9.676,9.676e-05,9.676e-05,0.0,0,USDT,FINISHED
2025-02-21 02:34:07,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.707,9.707,9.707e-05,9.707e-05,0.031,0,USDT,FINISHED
2025-02-21 02:34:09,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.707,9.707,9.707e-05,9.707e-05,0.0,0,USDT,FINISHED
2025-02-21 03:08:05,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.765,9.765,9.765e-05,9.765e-05,-0.058,0,USDT,FINISHED
2025-02-21 03:08:07,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.768,9.768,9.768e-05,9.768e-05,0.0,0,USDT,FINISHED
2025-02-21 03:15:10,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.811,9.811,9.811e-05,9.811e-05,0.043,0,USDT,FINISHED
2025-02-21 03:15:11,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.811,9.811,9.811e-05,9.811e-05,0.0,0,USDT,FINISHED
2025-02-21 03:31:10,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.768,9.768,9.768e-05,9.768e-05,0.043,0,USDT,FINISHED
2025-02-21 03:31:11,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.768,9.768,9.768e-05,9.768e-05,0.0,0,USDT,FINISHED
2025-02-21 03:45:08,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.771,9.771,9.771e-05,9.771e-05,0.003,0,USDT,FINISHED
2025-02-21 03:45:09,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.771,9.771,9.771e-05,9.771e-05,0.0,0,USDT,FINISHED
2025-02-21 04:03:08,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.777,9.777,9.777e-05,9.777e-05,-0.006,0,USDT,FINISHED
2025-02-21 04:03:09,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.777,9.777,9.777e-05,9.777e-05,0.0,0,USDT,FINISHED
2025-02-21 04:17:11,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.808,9.808,9.808e-05,9.808e-05,0.031,0,USDT,FINISHED
2025-02-21 04:17:12,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.808,9.808,9.808e-05,9.808e-05,0.0,0,USDT,FINISHED
2025-02-21 04:51:04,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.806,9.806,9.806e-05,9.806e-05,0.002,0,USDT,FINISHED
2025-02-21 04:51:06,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.806,9.806,9.806e-05,9.806e-05,0.0,0,USDT,FINISHED
2025-02-21 05:01:02,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.826,9.826,9.826e-05,9.826e-05,0.02,0,USDT,FINISHED
2025-02-21 05:01:04,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.826,9.826,9.826e-05,9.826e-05,0.0,0,USDT,FINISHED
2025-02-21 05:55:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.916,9.916,9.916e-05,9.916e-05,-0.09,0,USDT,FINISHED
2025-02-21 05:55:05,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.916,9.916,9.916e-05,9.916e-05,0.0,0,USDT,FINISHED
2025-02-21 06:08:06,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.914,9.914,9.914e-05,9.914e-05,-0.002,0,USDT,FINISHED
2025-02-21 06:08:07,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.914,9.914,9.914e-05,9.914e-05,0.0,0,USDT,FINISHED
2025-02-21 06:13:04,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.859,9.859,9.859e-05,9.859e-05,0.055,0,USDT,FINISHED
2025-02-21 06:13:05,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.856,9.856,9.856e-05,9.856e-05,0.0,0,USDT,FINISHED
2025-02-21 06:26:10,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.886,9.886,9.886e-05,9.886e-05,0.03,0,USDT,FINISHED
2025-02-21 06:26:11,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.886,9.886,9.886e-05,9.886e-05,0.0,0,USDT,FINISHED
2025-02-21 06:47:06,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.893,9.893,9.893e-05,9.893e-05,-0.007,0,USDT,FINISHED
2025-02-21 06:47:07,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.893,9.893,9.893e-05,9.893e-05,0.0,0,USDT,FINISHED
2025-02-21 07:31:13,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.812,9.812,9.812e-05,9.812e-05,-0.081,0,USDT,FINISHED
2025-02-21 07:31:14,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.812,9.812,9.812e-05,9.812e-05,0.0,0,USDT,FINISHED
2025-02-21 07:56:05,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.831,9.831,9.831e-05,9.831e-05,-0.019,0,USDT,FINISHED
2025-02-21 07:56:07,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.828,9.828,9.828e-05,9.828e-05,0.0,0,USDT,FINISHED
2025-02-21 08:19:09,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.83,9.83,9.83e-05,9.83e-05,0.002,0,USDT,FINISHED
2025-02-21 08:19:10,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.833,9.833,9.833e-05,9.833e-05,0.0,0,USDT,FINISHED
2025-02-21 08:40:04,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.811,9.811,9.811e-05,9.811e-05,0.022,0,USDT,FINISHED
2025-02-21 08:40:06,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.815,9.815,9.815e-05,9.815e-05,0.0,0,USDT,FINISHED
2025-02-21 08:42:11,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.83,9.83,9.83e-05,9.83e-05,0.015,0,USDT,FINISHED
2025-02-21 08:42:12,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.83,9.83,9.83e-05,9.83e-05,0.0,0,USDT,FINISHED
2025-02-21 08:59:07,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.829,9.829,9.829e-05,9.829e-05,0.001,0,USDT,FINISHED
2025-02-21 08:59:09,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.829,9.829,9.829e-05,9.829e-05,0.0,0,USDT,FINISHED
2025-02-21 09:05:09,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.848,9.848,9.848e-05,9.848e-05,0.019,0,USDT,FINISHED
2025-02-21 09:05:11,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.851,9.851,9.851e-05,9.851e-05,0.0,0,USDT,FINISHED
2025-02-21 09:21:09,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.829,9.829,9.829e-05,9.829e-05,0.022,0,USDT,FINISHED
2025-02-21 09:21:10,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.829,9.829,9.829e-05,9.829e-05,0.0,0,USDT,FINISHED
2025-02-21 09:34:04,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.832,9.832,9.832e-05,9.832e-05,0.003,0,USDT,FINISHED
2025-02-21 09:34:05,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.832,9.832,9.832e-05,9.832e-05,0.0,0,USDT,FINISHED
2025-02-21 09:45:04,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.824,9.824,9.824e-05,9.824e-05,0.008,0,USDT,FINISHED
2025-02-21 09:45:06,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.827,9.827,9.827e-05,9.827e-05,0.0,0,USDT,FINISHED
2025-02-21 09:47:06,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.836,9.836,9.836e-05,9.836e-05,0.009,0,USDT,FINISHED
2025-02-21 09:47:07,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.836,9.836,9.836e-05,9.836e-05,0.0,0,USDT,FINISHED
2025-02-21 10:32:08,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.961,9.961,9.961e-05,9.961e-05,-0.125,0,USDT,FINISHED
2025-02-21 10:32:09,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.961,9.961,9.961e-05,9.961e-05,0.0,0,USDT,FINISHED
2025-02-21 10:51:05,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.911,9.911,9.911e-05,9.911e-05,-0.05,0,USDT,FINISHED
2025-02-21 10:51:06,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.911,9.911,9.911e-05,9.911e-05,0.0,0,USDT,FINISHED
2025-02-21 11:01:06,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.868,9.868,9.868e-05,9.868e-05,0.043,0,USDT,FINISHED
2025-02-21 11:01:07,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.868,9.868,9.868e-05,9.868e-05,0.0,0,USDT,FINISHED
2025-02-21 11:08:07,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.897,9.897,9.897e-05,9.897e-05,0.029,0,USDT,FINISHED
2025-02-21 11:08:08,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.897,9.897,9.897e-05,9.897e-05,0.0,0,USDT,FINISHED
2025-02-21 11:21:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.874,9.874,9.874e-05,9.874e-05,0.023,0,USDT,FINISHED
2025-02-21 11:21:04,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.874,9.874,9.874e-05,9.874e-05,0.0,0,USDT,FINISHED
2025-02-21 11:32:06,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.886,9.886,9.886e-05,9.886e-05,0.012,0,USDT,FINISHED
2025-02-21 11:32:07,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.883,9.883,9.883e-05,9.883e-05,0.0,0,USDT,FINISHED
2025-02-21 11:45:06,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.864,9.864,9.864e-05,9.864e-05,0.019,0,USDT,FINISHED
2025-02-21 11:45:07,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.864,9.864,9.864e-05,9.864e-05,0.0,0,USDT,FINISHED
2025-02-21 12:04:06,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.831,9.831,9.831e-05,9.831e-05,-0.033,0,USDT,FINISHED
2025-02-21 12:04:08,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.831,9.831,9.831e-05,9.831e-05,0.0,0,USDT,FINISHED
2025-02-21 12:06:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.804,9.804,9.804e-05,9.804e-05,0.027,0,USDT,FINISHED
2025-02-21 12:06:05,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.801,9.801,9.801e-05,9.801e-05,0.0,0,USDT,FINISHED
2025-02-21 12:26:06,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.815,9.815,9.815e-05,9.815e-05,0.014,0,USDT,FINISHED
2025-02-21 12:26:08,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.815,9.815,9.815e-05,9.815e-05,0.0,0,USDT,FINISHED
2025-02-21 12:38:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.783,9.783,9.783e-05,9.783e-05,0.032,0,USDT,FINISHED
2025-02-21 12:38:05,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.785,9.785,9.785e-05,9.785e-05,0.0,0,USDT,FINISHED
2025-02-21 12:49:10,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.788,9.788,9.788e-05,9.788e-05,0.003,0,USDT,FINISHED
2025-02-21 12:49:11,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.788,9.788,9.788e-05,9.788e-05,0.0,0,USDT,FINISHED
2025-02-21 13:36:02,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.877,9.877,9.877e-05,9.877e-05,-0.089,0,USDT,FINISHED
2025-02-21 13:36:03,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.879,9.879,9.879e-05,9.879e-05,0.0,0,USDT,FINISHED
2025-02-21 13:39:02,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.875,9.875,9.875e-05,9.875e-05,-0.004,0,USDT,FINISHED
2025-02-21 13:39:03,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.875,9.875,9.875e-05,9.875e-05,0.0,0,USDT,FINISHED
2025-02-21 13:44:04,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.849,9.849,9.849e-05,9.849e-05,0.026,0,USDT,FINISHED
2025-02-21 13:44:06,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.849,9.849,9.849e-05,9.849e-05,0.0,0,USDT,FINISHED
2025-02-21 13:48:03,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.884,9.884,9.884e-05,9.884e-05,0.035,0,USDT,FINISHED
2025-02-21 13:48:04,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.884,9.884,9.884e-05,9.884e-05,0.0,0,USDT,FINISHED
2025-02-21 14:28:14,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.991,9.991,9.991e-05,9.991e-05,-0.107,0,USDT,FINISHED
2025-02-21 14:28:15,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.991,9.991,9.991e-05,9.991e-05,0.0,0,USDT,FINISHED
2025-02-21 14:30:05,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.983,9.983,9.983e-05,9.983e-05,-0.008,0,USDT,FINISHED
2025-02-21 14:30:06,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.983,9.983,9.983e-05,9.983e-05,0.0,0,USDT,FINISHED
2025-02-21 14:51:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.967,9.967,9.967e-05,9.967e-05,0.016,0,USDT,FINISHED
2025-02-21 14:51:04,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.967,9.967,9.967e-05,9.967e-05,0.0,0,USDT,FINISHED
2025-02-21 14:55:04,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.978,9.978,9.978e-05,9.978e-05,0.011,0,USDT,FINISHED
2025-02-21 14:55:05,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.983,9.983,9.983e-05,9.983e-05,0.0,0,USDT,FINISHED
2025-02-21 15:12:16,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.952,9.952,9.952e-05,9.952e-05,0.031,0,USDT,FINISHED
2025-02-21 15:12:17,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.952,9.952,9.952e-05,9.952e-05,0.0,0,USDT,FINISHED
2025-02-21 15:17:02,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.982,9.982,9.982e-05,9.982e-05,0.03,0,USDT,FINISHED
2025-02-21 15:17:03,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.982,9.982,9.982e-05,9.982e-05,0.0,0,USDT,FINISHED
2025-02-21 15:31:04,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.93,9.93,9.93e-05,9.93e-05,0.052,0,USDT,FINISHED
2025-02-21 15:31:05,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.924,9.924,9.924e-05,9.924e-05,0.0,0,USDT,FINISHED
2025-02-21 15:44:06,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.967,9.967,9.967e-05,9.967e-05,0.043,0,USDT,FINISHED
2025-02-21 15:44:07,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.967,9.967,9.967e-05,9.967e-05,0.0,0,USDT,FINISHED
2025-02-21 15:56:12,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.908,9.908,9.908e-05,9.908e-05,0.059,0,USDT,FINISHED
2025-02-21 15:56:13,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.908,9.908,9.908e-05,9.908e-05,0.0,0,USDT,FINISHED
2025-02-21 16:04:12,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.946,9.946,9.946e-05,9.946e-05,0.038,0,USDT,FINISHED
2025-02-21 16:04:14,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.946,9.946,9.946e-05,9.946e-05,0.0,0,USDT,FINISHED
2025-02-21 16:22:09,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.897,9.897,9.897e-05,9.897e-05,0.049,0,USDT,FINISHED
2025-02-21 16:22:10,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.897,9.897,9.897e-05,9.897e-05,0.0,0,USDT,FINISHED
2025-02-21 16:49:04,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.703,9.703,9.703e-05,9.703e-05,-0.194,0,USDT,FINISHED
2025-02-21 16:49:05,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.703,9.703,9.703e-05,9.703e-05,0.0,0,USDT,FINISHED
2025-02-21 17:01:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.689,9.689,9.689e-05,9.689e-05,0.014,0,USDT,FINISHED
2025-02-21 17:01:04,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.683,9.683,9.683e-05,9.683e-05,0.0,0,USDT,FINISHED
2025-02-21 17:12:02,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.732,9.732,9.732e-05,9.732e-05,0.049,0,USDT,FINISHED
2025-02-21 17:12:04,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.732,9.732,9.732e-05,9.732e-05,0.0,0,USDT,FINISHED
2025-02-21 17:47:04,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.787,9.787,9.787e-05,9.787e-05,-0.055,0,USDT,FINISHED
2025-02-21 17:47:06,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.787,9.787,9.787e-05,9.787e-05,0.0,0,USDT,FINISHED
2025-02-21 18:02:02,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.796,9.796,9.796e-05,9.796e-05,0.009,0,USDT,FINISHED
2025-02-21 18:02:04,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.793,9.793,9.793e-05,9.793e-05,0.0,0,USDT,FINISHED
2025-02-21 18:12:02,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.73,9.73,9.73e-05,9.73e-05,0.063,0,USDT,FINISHED
2025-02-21 18:12:04,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.736,9.736,9.736e-05,9.736e-05,0.0,0,USDT,FINISHED
2025-02-21 18:26:02,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.753,9.753,9.753e-05,9.753e-05,0.017,0,USDT,FINISHED
2025-02-21 18:26:03,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.753,9.753,9.753e-05,9.753e-05,0.0,0,USDT,FINISHED
2025-02-21 18:31:04,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.696,9.696,9.696e-05,9.696e-05,0.057,0,USDT,FINISHED
2025-02-21 18:31:05,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.696,9.696,9.696e-05,9.696e-05,0.0,0,USDT,FINISHED
2025-02-21 18:53:09,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.557,9.557,9.557e-05,9.557e-05,-0.139,0,USDT,FINISHED
2025-02-21 18:53:10,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.554,9.554,9.554e-05,9.554e-05,0.0,0,USDT,FINISHED
2025-02-21 19:09:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.566,9.566,9.566e-05,9.566e-05,-0.012,0,USDT,FINISHED
2025-02-21 19:09:04,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.566,9.566,9.566e-05,9.566e-05,0.0,0,USDT,FINISHED
2025-02-21 19:14:05,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.563,9.563,9.563e-05,9.563e-05,-0.003,0,USDT,FINISHED
2025-02-21 19:14:06,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.563,9.563,9.563e-05,9.563e-05,0.0,0,USDT,FINISHED
2025-02-21 19:32:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.546,9.546,9.546e-05,9.546e-05,0.017,0,USDT,FINISHED
2025-02-21 19:32:05,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.546,9.546,9.546e-05,9.546e-05,0.0,0,USDT,FINISHED
2025-02-21 19:35:04,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.577,9.577,9.577e-05,9.577e-05,0.031,0,USDT,FINISHED
2025-02-21 19:35:06,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.577,9.577,9.577e-05,9.577e-05,0.0,0,USDT,FINISHED
2025-02-21 19:51:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.58,9.58,9.58e-05,9.58e-05,-0.003,0,USDT,FINISHED
2025-02-21 19:51:05,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.583,9.583,9.583e-05,9.583e-05,0.0,0,USDT,FINISHED
2025-02-21 19:53:06,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.605,9.605,9.605e-05,9.605e-05,0.022,0,USDT,FINISHED
2025-02-21 19:53:07,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.605,9.605,9.605e-05,9.605e-05,0.0,0,USDT,FINISHED
2025-02-21 20:06:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.571,9.571,9.571e-05,9.571e-05,0.034,0,USDT,FINISHED
2025-02-21 20:06:04,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.571,9.571,9.571e-05,9.571e-05,0.0,0,USDT,FINISHED
2025-02-21 20:36:06,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.382,9.382,9.382e-05,9.382e-05,-0.189,0,USDT,FINISHED
2025-02-21 20:36:07,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.386,9.386,9.386e-05,9.386e-05,0.0,0,USDT,FINISHED
2025-02-21 20:42:03,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.286,9.286,9.286e-05,9.286e-05,0.1,0,USDT,FINISHED
2025-02-21 20:42:05,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.289,9.289,9.289e-05,9.289e-05,0.0,0,USDT,FINISHED
2025-02-21 20:56:10,FLOKI_USDT,sell long,1,MARKET,1,1,100000,100000,9.288,9.288,9.288e-05,9.288e-05,-0.001,0,USDT,FINISHED
2025-02-21 20:56:12,FLOKI_USDT,buy short,1,MARKET,1,1,100000,100000,9.288,9.288,9.288e-05,9.288e-05,0.0,0,USDT,FINISHED
2025-02-21 21:25:10,FLOKI_USDT,sell short,1,MARKET,1,1,100000,100000,9.329,9.329,9.329e-05,9.329e-05,-0.041,0,USDT,FINISHED
2025-02-21 21:25:11,FLOKI_USDT,buy long,1,MARKET,1,1,100000,100000,9.329,9.329,9.329e-05,9.329e-05,0.0,0,USDT,FINISHED
